SoundWaveAsset b698fcb6726972489f5581631d62d372 #primary instance
    $::SoundDataAsset
        $::Asset
            $::DataContainer
            Name Sound/VO/EN/MP/Comrose/Radio/vo_us_mp_comrose_spotted_sniper_r
        member 8e24a9c8d5334770aae8983b5a1167ad
        member 3b542c621d8565c7690913e3569b1f70
        member 20aacb720730b2559d1a2bbe8ef6b093
        member de859a4189e23eb19c30d8f31f8c2cb4
        member a5bed19ef3e3a541fdd58b5a23942dcf
        member f545d2891b4332d04583216220e83578
        member 900c23e9f5e26c7376a96a3b25d199cb
        member fd00dcb3fa0f9e59ab4e1450d065b3b1
        member 15147b3ec9abe89f4ab890da437380aa
        member e17e9aa0f05565885da6450c31f35efd
        member d4f534606fa7b84690d828fa98813b0a
        member 0a61bf2eabe3772a6bea8b8c2f774526
        member b6708c7071b44be9f9919d85004d4065
        member 16bc6a9404efe0eaec7c6bc610c0526f
        member 739516b5ecb8de13b80b79b0a6fe7b71
        member eca0934ed4b35fa54e8d46c85816b4d5
        member 074f6eccfc645cabdb37c877ebcad2be
        member e2fa568e66a7d5a63ed82f87f3a9f4ca
        member 71e28483e32827d24cd98564e5ea2c7e
        member 6e452564cabac24b1bba9624ed454df9
        member 44bb100eb891cbaf008a797d21ebb370
        member e77cf77df9db4b6d684c884c7c4396f7
        member d9dd2b43bd15bd5679c697e8fed43ffe
        member 73610ecffa2a4a8c1be9a23902647971
        member 7eabeb673b30aeb838b72d80a54ac2b7
        member 54fb4793f409f77763e1e3a58d9542eb
        member 43f2b3088c92bbc6ef4c39f32ff45c5d
        member 769deac219b33cb70215aa0cbebf0acf
        member cbd250884f703204c523a0b2ac844e45
        member d81815cf12d6d40f41f2f95ed8199e1d
        member b707c15c963061447c9f9295811984a7
        member 666fd1d6bdc0fe5d07e7180eb423749c
        member bd0685c13a9d5457bd671c2c76fa8138
        member 89376cbf51f289b9f8b2fc46faa1a544
        member 21e20c19d2ffa7c5ffa9c5b0f97b85f3
        member 4b755787bef9c4409751f5aa79bfa6ba
        member c36d1ce8071d427465b82c173817a0b6
        member 648fc4ce2c380fecfdf9a705c0d2841e
        member 7cc8366de619cd6daf39996f81c7e147
        member dae3157b2d8c6190c1de5a663b5cce9e
        member 1a168b80847fef1f4244e52cfb214ccc
        member 2b1d02473dff3d2e9ae1146fe923069a
        member 2094cedcacd6864b5b7618e21d6e9522
        member 7f1809eec7f3433a51198c0c7b2e64cb
        member 5a3d3a3dd693e7d3b3a1f14f21758744
        member 4716408320ab5e0dc9df88329373c340
        member ae656f22501fbae867d3c52e0fa528c4
        member e13966c86be219b74ebd68656c74bc9e
        member 578a0c6f56fd8787edde296213ab3f03
        member b9bc7aeb3bf35bfffd8ed9a92217d1ae
        member a83969e80e62e5fdd916c43b2e23e8da
        member 2175e429f34f28be40ef472e16cc83fa
        member 31ee82e9158376d549e78e69cce026e6
        member 3aa591f205c74c142345a30264d281b0
        member da2ff36c49f418bc23bfa81fbec5596a
        member 63e85a0e4e30f929de3e5483b5bdc112
        member 0d8c445d7a57e36c1ea017188ddc511c
        member 75e243d4255c6a6df302fb2725083c31
        member 9b9d7c476c8a1d1661c034ca073e4e35
        member f7d91cd0b3a1d544f88ef857f20bcba7
        member 2da56fc2a7c1c15d2655ea914e8e1969
        member ad46f6c669ee0597ad358d3bb609d0ec
        member 5ec035b45fe0d7ecee7be198c9dd785f
        member 69ab1f5699c77e69913e574e16cd0a00
        member 67d6a816a515a1bcbc4b12c24e0e5c39
        member ba486cf5970025d952a8da529984f3ae
        member 9e2b63e97176170dcd7e410bf5a8ec91
        member adf0153e5a7a2865c25024fa8d1e0dee
        member 5c1a7ebd50ad4119fc4bd1dd17b30ed3
        member 8cf50896cf19b5f9bc2460913a29d633
        member a3a0aebbab44bf3e94a581c81a6ead63
        member b340660fbf64755ae9786af4266b749c
        member d132c92610055bc37eba9f2f8b947644
        member e7ae289880e5aa8d8bc1feca03790ff7
        member 1223704294868cee48a0e0dc22b5f048
        member 3c4d439c01942d3ad8acd6b7582a98c5
        member 7a986233c887c0ed016532656800288c
        member f71fbcd7b61c174b46748b897262399e
        member cf6f411a82d2be11a8ccf8aba84fa3e9
        member 5080dad979f197b34db73345ad045aa8
        member 6f9591ae72ea1e4878c1c9b13c093bb9
        member 04fca4f8f3344819f6e8065f4d0c37be
        member 66f0d284e5eff8aa13793454ae32b0ac
        member e987f7c86909263c3e671723b1090c29
        member ac4b47499871e778def8cf56a28c843a
        member 7531fe63254be1d2382e188dc37c0ca0
        member 3015ee743d4c8af710810eeb69b09d02
        member 9d0cc752a25397429718e699d5fdcb86
        member 16326ef3063c6d93c108a6db9f1fd6af
        member ed112b91e1686d17d7178fe0b719ff19
        member ecf7a1c72fa56bafc3a256de9aaaac5b
        member 447ba2ea72ef547b158c5dd7ecb762cc
        member 89ce62fb7da605001e169832a6d94886
        member d1b02d440ffe9d028890f2e1cae679fd
        member ef203c890ba00001ba9474a66679986a
        member e728408e6b8b626e075881fc40e8dfd8
        member 10aeb91e35c4542b11fd22cc3acefa14
        member 41234ca1e259c21c54ca419193329f9c
        member eafe4048bc2f094fcd1740a25712af15
        member 4a252d55500f5f8b208c517886dbc917
        member 3f4e9083e03e5ed951a943af3664afea
        member d4d857252e9742615e08c2d9eeefbbb3
        member c3f768b7ba685e321e9a443cb70b515a
        member 8eaca242cdb90191ecc442cce88684e7
        member ea688216e24639825f22319d589a7ed8
        member ad015a68643f556efe810018842015ac
        member 9129e81d0cfa6a104c81e334e4e96352
        member a81d7a8d8d55d35ce6870528f95b4a46
        member 93c43f3c6010d33b3aab08cacce9f77f
        member b30eb7283bc7de612bb06ae8b76d6f59
        member a2fff5976a881de8c0d26ba58e5b3d61
        member 7c7c5e7259228a06b77801b4062b993c
        member 4816b8563a7e32e455d972b02a1acd91
        member 37a1978f847999f16bad05ad0dadc802
        member 8baef249edad76d39f0b2c01ebd9bcf9
        member cd3310734e105004f494ec594beac2e1
        member a3c3c6cc3cc20802460f9b6a7112a22e
        member fea7c40a06a28e7ef143243321872b45
        member 85fe456d57190aeedbf40aeeac13e7f9
        member 15cfa1fd01db60f35e9f2c29c841bf33
        member fccf33d303e8ffd266e072b6787805b1
        member 3f55607c419f32345198df42d2e402c5
        member 709e6a9632ee7464523a62a30c9d76af
        member 58bc38fb1c2ee1e7eae532c1969f580a
        member db434ac8e6476b50cd7ac90431ee7a18
        member 1f43aa0b461732f8923ca1f67a573c70
        member 68471baeaeb15b5c8e17d6407fb7cbac
        member a933a9cd566d445be583eaef485c7c24
        member 19d5dca04cab2b89806911945d584e32
        member 4fe17a6ecd4ca491f08b3506e2499e17
        member d3f886d00ea6d2441691aef520272b48
        member 8c702739915af0123b8ab77a93f765cd
        member 1ac8409001ff798bbbccf20f5f9dff94
        member fcdecd879c2ce5f32fc07fe442d6ff7f
        member 1bcc6df354ec0d566e50381104dce124
        member b4e2112a77f6c611abae5439b735631a
        member 7b9fa581094f1173ebe1ae34f4cad65b
        member a1d0f7d885783e8b92a442d559e2ae9f
        member aa756296d4746369891a252443c9975d
        member 85e9d5bff685a465b160911b6e1ba49b
        member 3152f761bd72a58774deba59f6397de9
        member a739339fbefcea034a6c4ac6bac03342
        member 7e45428c1a8ee0b3e57ef1123815e673
        member 2bed9351ad7c7d97880a8472c1cb8deb
        member f648ed01836838a43e5e99dca38a2340
        member 8ad949a1dfbe887a12b05555acbc840b
        member cd43379b769fad1d4c8ad018fc677634
        member cc897f9af88d37506ded75b3f3e83144
        member cce58f44ae1282ff060ac6f3724d1d3b
        member f2e593fc3ae665e21bcd263a34f11630
        member 02fc47a429e0cef677ef35e0d137ed5f
        member 3fa05f4e122c8a6cc622bfb8be997645
        member 0c1048d751ff6e7011a5b9db11b7e3c5
        member aa53b4cc4a274a388458bf064b2491aa
        member 9f15fff1d7aa959da2d2f4c43318fe25
        member 92bcbedf61c226bcf44926a70343ae9b
        member b89fc68fa804fa5db883b126696d3d42
        member eccdb1a7adfcfea08002eabf76e42e9a
        member a829be7c621fd8ec8d288c1ac0073b37
        member 4a62d54283b8cc3c763e47d0d923a40c
        member 63d507419b628322a02d74d26fe44e8c
        member e2bea1f94e8b5312e0e873bbee7ad452
        member 4bdf0402861d707f4359a4b3776f06cc
        member 08599342e7e5cfdaeb26a32cc861c4ff
        member d1e402797b5be902402fa385519c73e0
        member 8758d11ee6742c7809b0cf8fc99a58d0
        member fa289d98a2f02054539491a78f5965ee
        member beac9087d9322badd9e10a719becfa4a
        member e175814a8379f4e947ddace84dced1e1
        member f1c0c57b1511b761e34da16f221c946f
        member 6b17e518f9543afbd663c8b755155a88
        member ba3ffe003eafa8afafde867b5ba7f01c
        member be71e952d4fcfdb1bfb4b276d52aaa5b
        member a31397b4e24b50eed9526410036b54bb
        member 00dc5bb66f234621ff9f3c0cac6f48e5
        member 7e38b1b7a70ae3627ff4996a3664f14d
        member fdcd0b9195ef26bf7e38846c99062361
        member f4e897b241bf1db596649a96c29ea67f
        member 5048bddba330e113501984e86ff8ba38
        member f7ed6ac3e87f9f995b24c41826f3062c
        member 998839c0d6a9486374fa9e37b0687690
        member b7021dd843f4ea3ba2a4ead767548d5d
        member 7b7b4c8a66c59302a635e4e9a36a3656
        member 9edeab53e41131ddabf6ec6182636c15
        member 6be600fba05c0f52e3a8bbd27cd7eff2
        member 1784cf573a3536ef2775b67f47bf5d92
        member bc427d66bcc1dcf554f85e9de5b98ffc
        member 88a71a39faf3e490d48e7c529bb1dccc
        member d1744e3f1413344c01f112bdd8bc4744
        member ccaccbb25eb4407cbdb9a86de1ff9314
        member 0b7f9a2a8a066d0dfb69eb949ba98ab7
        member 4d335003842c9279e7d701da04ecd418
    Localization::array
        member::SoundWaveLocalizationInfo
            Language sound/audiosystem/5d29909722f6874ba119d13c6595c313
            FirstVariationIndex 51
            VariationCount 35
        member::SoundWaveLocalizationInfo
            Language sound/audiosystem/ca96d0d3fa2ae4439136bb54d9440b3d
            FirstVariationIndex 121
            VariationCount 35
        member::SoundWaveLocalizationInfo
            Language sound/audiosystem/183afa68c0ee914c8cb66100f3ed16ec
            FirstVariationIndex 86
            VariationCount 35
        member::SoundWaveLocalizationInfo
            Language sound/audiosystem/e93d5205c2260246903b4495f043e951
            FirstVariationIndex 261
            VariationCount 35
        member::SoundWaveLocalizationInfo
            Language sound/audiosystem/d0a867bf6aec7e41b6592ea9b5eec98e
            FirstVariationIndex 191
            VariationCount 35
        member::SoundWaveLocalizationInfo
            Language sound/audiosystem/3b914af769765642bc60f6d668b78ce6
            FirstVariationIndex 226
            VariationCount 35
        member::SoundWaveLocalizationInfo
            Language sound/audiosystem/15fce6c51834cc4f9eb684a1fe3e509c
            FirstVariationIndex 156
            VariationCount 35
        member::SoundWaveLocalizationInfo
            Language sound/audiosystem/ff8aa76e788ed34d9907ae523f5593cb
            FirstVariationIndex 0
            VariationCount 51
    SubtitleStringIds *nullArray*
    Selection SwvsRandom
    Seekable False
    PersistentVariationCount 0
    PreferAvailableVariations False
    StreamPool sound/streampools/vo/f4b0e1aa9d02774c88dcc03a1e5b82de
    ChannelCount 1
    VoicePriority 4
    PrimePriority 0
    RequestPriority 0
SoundWaveVariation c6d0ae133a575b02dbb263cf5d87f214
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 7a1963615dd3c349453b2ccb7b02a183
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation cac5c4f3ae1b9bb59afdb150027bb935
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation e64dedf53d658635e091dc1ca1e9c1ba
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 62c6e46d9b73eada72cdbb439d401ade
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 0a7205d2737d4eb29b6a04bcad016258
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 610ec0d7eb1ccc31eb98071c66e68932
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 0
            SeekTableOffset 4294967295
            SegmentLength 2.33072924614
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 9abe0222ef8622135da80e40d9e308e8
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 66612
            SeekTableOffset 4294967295
            SegmentLength 4.15352106094
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation c13e66f0919ff158fd53ff1e04b5ab49
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 185204
            SeekTableOffset 4294967295
            SegmentLength 2.47064590454
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 9f2c90b45e53f400cfc1fb7c493d26ee
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 255776
            SeekTableOffset 4294967295
            SegmentLength 2.7670416832
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation d905ef25af89f16292fe8766fe5c3812
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 334792
            SeekTableOffset 4294967295
            SegmentLength 2.12654161453
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation b92f0ea22f1a36a02621e81267a90c41
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 395544
            SeekTableOffset 4294967295
            SegmentLength 2.71287488937
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation a75ac888ac427a1481e14f2daaa0c181
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 473040
            SeekTableOffset 4294967295
            SegmentLength 2.10864591599
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 29f3ba887df556c9c60a360ca9b6a7de
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 533260
            SeekTableOffset 4294967295
            SegmentLength 1.74320828915
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation df25837ae4e1b78f895efeb604a5e5e3
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 583052
            SeekTableOffset 4294967295
            SegmentLength 1.73139584064
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 99543ae90a9bfeb5cf5ab66953dcf94a
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 632540
            SeekTableOffset 4294967295
            SegmentLength 1.74520838261
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 7f6a359445bb514a147036240184058c
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 682408
            SeekTableOffset 4294967295
            SegmentLength 1.59285414219
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 8bae801f3ab1ab992e91b396f41a7f89
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 727936
            SeekTableOffset 4294967295
            SegmentLength 2.82100009918
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation dd40cd0f68dbea9be687293f6ab742e0
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 808472
            SeekTableOffset 4294967295
            SegmentLength 3.46370840073
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 4f201ddb2e11beb5ee36a353d968426e
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 907356
            SeekTableOffset 4294967295
            SegmentLength 1.93035411835
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation a8d3fc5edf9620948f6dceeb88923139
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 962476
            SeekTableOffset 4294967295
            SegmentLength 1.68264579773
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation f52f868b9d23432a12fe1f5652536346
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 65eb3e5eec39e40918aff26bba4ed794
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 64239f59cf364c0b985572297b0a5ff2
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation a5d15dd268821674711b82c63eeae6fe
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 7f1b4bbff49041c4850a513a3fb7b7ee
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 5d7cbada0be6bd79b18f46824abdb3c3
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 1fee4c87038b956e846494b9f7b13f2a
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation b55b748e4c8edcfb39c0a5c1c378e28f
    $::DataContainer
    Subtitles::array
        member::SoundWaveSubtitle
            StringIndex 0
            Time 0.0
    ChunkIndex 0
    SeekTablesSize 0
    Segments *nullArray*
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation f643726130de6433c9e245eaf86ee226
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 1010520
            SeekTableOffset 4294967295
            SegmentLength 3.21870827675
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 6ce5b31cc4cae0eec58ea278ea1eaf73
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 1102472
            SeekTableOffset 4294967295
            SegmentLength 2.37777090073
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
SoundWaveVariation 17fb9ffad3167eefd656721da7af3ab8
    $::DataContainer
    Subtitles *nullArray*
    ChunkIndex 7
    SeekTablesSize 0
    Segments::array
        member::SoundWaveVariationSegment
            SamplesOffset 1170376
            SeekTableOffset 4294967295
            SegmentLength 2.79268741608
    FirstLoopSegmentIndex 0
    LastLoopSegmentIndex 0
